Statename,FIPS,Date,Days_from_Ref,RelativeMobility,CumulativeMobility,Actual-Predict,FatalityRA,CumFatality_Stayput,SchoolOpenNow1%,SchoolOpenNow2%,MaskMandate25%,MaskMandate50%,Shutdown1week,Shutdown2week,Population
Washington,53,2020-8-5,116,-29,76.66,Actual,15.2,1624,,,,,,,7614893
Minnesota,27,2020-8-5,113,-26.3333333333333,77.0866666666667,Actual,5.4,1670,,,,,,,5639632
Tennessee,47,2020-8-5,114,-15,93.6133333333334,Actual,26.6,1144,,,,,,,6829174
Missouri,29,2020-8-5,113,-11.6666666666667,93.3333333333333,Actual,8,1240,,,,,,,6137428
Nevada,32,2020-8-5,114,-28.3333333333333,74.7566666666666,Actual,17.6,890,,,,,,,3080156
Wisconsin,55,2020-8-5,116,-13.6666666666667,93.8633333333333,Actual,8.4,970,,,,,,,5822434
Rhode Island,44,2020-8-5,110,-24,77.2266666666667,Actual,1.4,1012,,,,,,,1059361
Iowa,19,2020-8-5,123,-10,103.12,Actual,7.4,900,,,,,,,3155070
New Jersey,34,2020-8-6,126,-31.3333333333333,71.05,Actual,4.6,15849,,,,,,,8882190
California,6,2020-8-6,127,-36.6666666666667,75.5066666666666,Actual,173.2,10021,,,,,,,39512223
Texas,48,2020-8-6,47,-27,34.3733333333333,Actual,268,8569,,,,,,,28995881
Florida,12,2020-8-6,47,-33.3333333333333,31.64,Actual,190.4,7747,,,,,,,21477737
Massachusetts,25,2020-8-6,121,-33.3333333333333,70.2733333333333,Actual,14.6,8690,,,,,,,6892503
Illinois,17,2020-8-6,121,-25.6666666666667,81.5433333333333,Actual,23.4,7791,,,,,,,12671821
Pennsylvania,42,2020-8-6,121,-25.3333333333333,81.7,Actual,17.2,7282,,,,,,,12801989
Michigan,26,2020-8-6,123,-16,88.11,Actual,10.6,6432,,,,,,,9986857
Georgia,13,2020-8-6,47,-26.3333333333333,35.1766666666667,Actual,68.8,4026,,,,,,,10617423
Arizona,4,2020-8-6,47,-31.3333333333333,33.0166666666667,Actual,71.6,4002,,,,,,,7278717
Louisiana,22,2020-8-6,125,-20,92.4533333333333,Actual,36.6,4146,,,,,,,4648794
Connecticut,9,2020-8-6,121,-20.3333333333333,84.3566666666666,Actual,0.8,4437,,,,,,,3565287
Ohio,39,2020-8-6,119,-13.3333333333333,96.0233333333333,Actual,25.8,3618,,,,,,,11689100
Maryland,24,2020-8-6,115,-33,75.4033333333334,Actual,10.8,3551,,,,,,,6045680
Indiana,18,2020-8-6,120,-8.33333333333333,102.006666666667,Actual,11.2,3013,,,,,,,6732219
South Carolina,45,2020-8-6,47,-14.3333333333333,42.0766666666667,Actual,42.8,1942,,,,,,,5148714
North Carolina,37,2020-8-6,113,-23.6666666666667,84.0799999999999,Actual,28.2,2126,,,,,,,10488084
Virginia,51,2020-8-6,115,-29.6666666666667,79.3466666666667,Actual,20.8,2299,,,,,,,8535519
Mississippi,28,2020-8-6,87,-10,79.3133333333333,Actual,32.6,1825,,,,,,,2976149
Alabama,1,2020-8-6,130,-13.3333333333333,107.736666666667,Actual,24.4,1714,,,,,,,4903185
Colorado,8,2020-8-6,136,-23.6666666666667,90.58,Actual,2.6,1852,,,,,,,5758736
Washington,53,2020-8-6,117,-32,77.34,Actual,17.6,1653,,,,,,,7614893
Minnesota,27,2020-8-6,114,-26.6666666666667,77.82,Actual,6.6,1677,,,,,,,5639632
Tennessee,47,2020-8-6,115,-14.6666666666667,94.4666666666667,Actual,24.6,1186,,,,,,,6829174
Missouri,29,2020-8-6,114,-15.6666666666667,94.1766666666666,Actual,8.2,1244,,,,,,,6137428
Nevada,32,2020-8-6,115,-28.6666666666667,75.47,Actual,20.4,900,,,,,,,3080156
Wisconsin,55,2020-8-6,117,-13.3333333333333,94.73,Actual,9.4,978,,,,,,,5822434
Rhode Island,44,2020-8-6,111,-23.6666666666667,77.99,Actual,0.8,1014,,,,,,,1059361
Iowa,19,2020-8-6,124,-11,104.01,Actual,8.6,912,,,,,,,3155070
New Jersey,34,2020-8-7,127,-34.3333333333333,71.7066666666667,Actual,3.4,15849,,,,,,,8882190
California,6,2020-8-7,128,-36.3333333333333,76.1433333333333,Actual,138.6,10133,,,,,,,39512223
Texas,48,2020-8-7,48,-27.3333333333333,35.1,Actual,241,8847,,,,,,,28995881
Florida,12,2020-8-7,48,-34,32.3,Actual,156.8,7927,,,,,,,21477737
Massachusetts,25,2020-8-7,122,-35,70.9233333333333,Actual,15.6,8708,,,,,,,6892503
Illinois,17,2020-8-7,122,-25.6666666666667,82.2866666666667,Actual,20.6,7822,,,,,,,12671821
Pennsylvania,42,2020-8-7,122,-29,82.41,Actual,12.6,7296,,,,,,,12801989
Michigan,26,2020-8-7,124,-19,88.92,Actual,9.6,6450,,,,,,,9986857
Georgia,13,2020-8-7,48,-26.3333333333333,35.9133333333333,Actual,55.6,4117,,,,,,,10617423
Arizona,4,2020-8-7,48,-32,33.6966666666667,Actual,61,4081,,,,,,,7278717
Louisiana,22,2020-8-7,126,-22.6666666666667,93.2266666666666,Actual,42.4,4207,,,,,,,4648794
Connecticut,9,2020-8-7,122,-22.3333333333333,85.1333333333333,Actual,0.8,4441,,,,,,,3565287
Ohio,39,2020-8-7,120,-14.6666666666667,96.8766666666666,Actual,19.8,3652,,,,,,,11689100
Maryland,24,2020-8-7,116,-32.6666666666667,76.0766666666667,Actual,11,3565,,,,,,,6045680
Indiana,18,2020-8-7,121,-8.66666666666667,102.92,Actual,9,3023,,,,,,,6732219
South Carolina,45,2020-8-7,48,-14,42.9366666666667,Actual,36.8,1962,,,,,,,5148714
North Carolina,37,2020-8-7,114,-23,84.8499999999999,Actual,26.2,2160,,,,,,,10488084
Virginia,51,2020-8-7,116,-28,80.0666666666667,Actual,16.4,2317,,,,,,,8535519
Mississippi,28,2020-8-7,88,-12.3333333333333,80.1899999999999,Actual,28.6,1848,,,,,,,2976149
Alabama,1,2020-8-7,131,-14,108.596666666667,Actual,20.4,1735,,,,,,,4903185
Colorado,8,2020-8-7,137,-24.6666666666667,91.3333333333333,Actual,1.8,1857,,,,,,,5758736
Washington,53,2020-8-7,118,-31,78.03,Actual,13.8,1672,,,,,,,7614893
Minnesota,27,2020-8-7,115,-28.3333333333333,78.5366666666667,Actual,7.6,1681,,,,,,,5639632
Tennessee,47,2020-8-7,116,-16.3333333333333,95.3033333333334,Actual,21.2,1206,,,,,,,6829174
Missouri,29,2020-8-7,115,-9,95.0866666666666,Actual,7.2,1263,,,,,,,6137428
Nevada,32,2020-8-7,116,-29.6666666666667,76.1733333333333,Actual,19,920,,,,,,,3080156
Wisconsin,55,2020-8-7,118,-14.3333333333333,95.5866666666667,Actual,7.4,990,,,,,,,5822434
Rhode Island,44,2020-8-7,112,-27,78.72,Actual,0.6,1014,,,,,,,1059361
Iowa,19,2020-8-7,125,-5.33333333333333,104.956666666667,Actual,8.6,915,,,,,,,3155070
New Jersey,34,2020-8-8,128,-16.3333333333333,72.5433333333334,Actual,7.2,15869,,,,,,,8882190
California,6,2020-8-8,129,-28,76.8633333333333,Actual,133.6,10307,,,,,,,39512223
Texas,48,2020-8-8,49,-19.3333333333333,35.9066666666666,Actual,184,9058,,,,,,,28995881
Florida,12,2020-8-8,49,-29,33.01,Actual,130,8109,,,,,,,21477737
Massachusetts,25,2020-8-8,123,-21,71.7133333333333,Actual,16.4,8720,,,,,,,6892503
Illinois,17,2020-8-8,123,-12.3333333333333,83.1633333333333,Actual,15.2,7840,,,,,,,12671821
Pennsylvania,42,2020-8-8,123,-14.3333333333333,83.2666666666667,Actual,12,7310,,,,,,,12801989
Michigan,26,2020-8-8,125,-6.33333333333333,89.8566666666667,Actual,9.6,6446,,,,,,,9986857
Georgia,13,2020-8-8,49,-17.6666666666667,36.7366666666667,Actual,49,4186,,,,,,,10617423
Arizona,4,2020-8-8,49,-25.3333333333333,34.4433333333333,Actual,44.4,4137,,,,,,,7278717
Louisiana,22,2020-8-8,127,-18.6666666666667,94.04,Actual,38.2,4207,,,,,,,4648794
Connecticut,9,2020-8-8,123,-8.66666666666667,86.0466666666666,Actual,1.4,4441,,,,,,,3565287
Ohio,39,2020-8-8,121,-4,97.8366666666666,Actual,15.4,3668,,,,,,,11689100
Maryland,24,2020-8-8,117,-19,76.8866666666667,Actual,11,3577,,,,,,,6045680
Indiana,18,2020-8-8,122,3,103.95,Actual,7.4,3036,,,,,,,6732219
South Carolina,45,2020-8-8,49,-4.66666666666667,43.89,Actual,30.8,2007,,,,,,,5148714
North Carolina,37,2020-8-8,115,-13,85.7199999999999,Actual,22.8,2184,,,,,,,10488084
Virginia,51,2020-8-8,117,-14.6666666666667,80.92,Actual,10.6,2322,,,,,,,8535519
Mississippi,28,2020-8-8,89,-5,81.1399999999999,Actual,21.6,1874,,,,,,,2976149
Alabama,1,2020-8-8,132,-3.33333333333333,109.563333333333,Actual,20.4,1755,,,,,,,4903185
Colorado,8,2020-8-8,138,-16.6666666666667,92.1666666666666,Actual,2.2,1857,,,,,,,5758736
Washington,53,2020-8-8,119,-20.3333333333333,78.8266666666667,Actual,14.6,1688,,,,,,,7614893
Minnesota,27,2020-8-8,116,-19.3333333333333,79.3433333333333,Actual,6.2,1689,,,,,,,5639632
Tennessee,47,2020-8-8,117,-6.33333333333333,96.2400000000001,Actual,17.8,1215,,,,,,,6829174
Missouri,29,2020-8-8,116,-7.33333333333333,96.0133333333333,Actual,7.6,1266,,,,,,,6137428
Nevada,32,2020-8-8,117,-26,76.9133333333333,Actual,14.6,949,,,,,,,3080156
Wisconsin,55,2020-8-8,119,-4,96.5466666666667,Actual,5.6,996,,,,,,,5822434
Rhode Island,44,2020-8-8,113,-18,79.54,Actual,0.6,1014,,,,,,,1059361
Iowa,19,2020-8-8,126,0.666666666666667,105.963333333333,Actual,6.8,927,,,,,,,3155070
New Jersey,34,2020-8-9,129,-18.3333333333333,73.36,Actual,8.2,15874,,,,,,,8882190
California,6,2020-8-9,130,-27.6666666666667,77.5866666666666,Actual,100.4,10377,,,,,,,39512223
Texas,48,2020-8-9,50,-19.6666666666667,36.71,Actual,130.6,9157,,,,,,,28995881
Florida,12,2020-8-9,50,-30,33.71,Actual,161.2,8186,,,,,,,21477737
Massachusetts,25,2020-8-9,124,-20,72.5133333333333,Actual,12,8734,,,,,,,6892503
Illinois,17,2020-8-9,124,-15.6666666666667,84.0066666666667,Actual,15,7845,,,,,,,12671821
Pennsylvania,42,2020-8-9,124,-13,84.1366666666667,Actual,12.2,7311,,,,,,,12801989
Michigan,26,2020-8-9,126,-3.66666666666667,90.82,Actual,5.4,6445,,,,,,,9986857
Georgia,13,2020-8-9,50,-21,37.5266666666666,Actual,65,4199,,,,,,,10617423
Arizona,4,2020-8-9,50,-24.6666666666667,35.1966666666667,Actual,39.4,4150,,,,,,,7278717
Louisiana,22,2020-8-9,128,-19.6666666666667,94.8433333333333,Actual,33.4,4263,,,,,,,4648794
Connecticut,9,2020-8-9,124,-8,86.9666666666666,Actual,1.4,4441,,,,,,,3565287
Ohio,39,2020-8-9,122,-4.33333333333333,98.7933333333333,Actual,18,3669,,,,,,,11689100
Maryland,24,2020-8-9,118,-20.3333333333333,77.6833333333334,Actual,10.6,3585,,,,,,,6045680
Indiana,18,2020-8-9,123,0.666666666666667,104.956666666667,Actual,11.2,3041,,,,,,,6732219
South Carolina,45,2020-8-9,50,-4.33333333333333,44.8466666666667,Actual,31.2,2031,,,,,,,5148714
North Carolina,37,2020-8-9,116,-16.3333333333333,86.5566666666666,Actual,22.4,2192,,,,,,,10488084
Virginia,51,2020-8-9,118,-17,81.75,Actual,9,2326,,,,,,,8535519
Mississippi,28,2020-8-9,90,-7,82.07,Actual,23.8,1896,,,,,,,2976149
Alabama,1,2020-8-9,133,-7.66666666666667,110.486666666667,Actual,26.6,1768,,,,,,,4903185
Colorado,8,2020-8-9,139,-14,93.0266666666666,Actual,4.4,1858,,,,,,,5758736
Washington,53,2020-8-9,120,-14,79.6866666666667,Actual,12.6,1688,,,,,,,7614893
Minnesota,27,2020-8-9,117,-17.3333333333333,80.17,Actual,6,1698,,,,,,,5639632
Tennessee,47,2020-8-9,118,-9.66666666666667,97.1433333333334,Actual,17,1223,,,,,,,6829174
Missouri,29,2020-8-9,117,-5.66666666666667,96.9566666666666,Actual,7.6,1271,,,,,,,6137428
Nevada,32,2020-8-9,118,-25.3333333333333,77.66,Actual,16.2,957,,,,,,,3080156
Wisconsin,55,2020-8-9,120,-3.33333333333333,97.5133333333333,Actual,5.6,998,,,,,,,5822434
Rhode Island,44,2020-8-9,114,-13,80.41,Actual,0.4,1014,,,,,,,1059361
Iowa,19,2020-8-9,127,1.66666666666667,106.98,Actual,6.8,931,,,,,,,3155070
New Jersey,34,2020-8-10,130,-31.6666666666667,74.0433333333334,Actual,7.2,15878,,,,,,,8882190
California,6,2020-8-10,131,-37,78.2166666666666,Actual,124,10476,,,,,,,39512223
Texas,48,2020-8-10,51,-28,37.43,Actual,136,9230,,,,,,,28995881
Florida,12,2020-8-10,51,-33.6666666666667,34.3733333333333,Actual,167.6,8277,,,,,,,21477737
Massachusetts,25,2020-8-10,125,-34.6666666666667,73.1666666666667,Actual,12,8740,,,,,,,6892503
Illinois,17,2020-8-10,125,-32,84.6866666666667,Actual,11.8,7846,,,,,,,12671821
Pennsylvania,42,2020-8-10,125,-25.6666666666667,84.88,Actual,16.8,7314,,,,,,,12801989
Michigan,26,2020-8-10,127,-20,91.62,Actual,3,6452,,,,,,,9986857
Georgia,13,2020-8-10,51,-27.6666666666667,38.25,Actual,67.8000000000001,4229,,,,,,,10617423
Arizona,4,2020-8-10,51,-32,35.8766666666667,Actual,53.2,4154,,,,,,,7278717
Louisiana,22,2020-8-10,129,-21,95.6333333333333,Actual,29.8,4287,,,,,,,4648794
Connecticut,9,2020-8-10,125,-20,87.7666666666666,Actual,1.8,4444,,,,,,,3565287
Ohio,39,2020-8-10,123,-15.3333333333333,99.6399999999999,Actual,16.4,3673,,,,,,,11689100
Maryland,24,2020-8-10,119,-32.6666666666667,78.3566666666667,Actual,9.4,3591,,,,,,,6045680
Indiana,18,2020-8-10,124,-11.3333333333333,105.843333333333,Actual,12.6,3044,,,,,,,6732219
South Carolina,45,2020-8-10,51,-14.3333333333333,45.7033333333333,Actual,36.4,2048,,,,,,,5148714
North Carolina,37,2020-8-10,117,-22.6666666666667,87.3299999999999,Actual,24,2199,,,,,,,10488084
Virginia,51,2020-8-10,119,-28.3333333333333,82.4666666666667,Actual,7,2327,,,,,,,8535519
Mississippi,28,2020-8-10,91,-10.6666666666667,82.9633333333333,Actual,28.2,1912,,,,,,,2976149
Alabama,1,2020-8-10,134,-13.3333333333333,111.353333333333,Actual,29.4,1797,,,,,,,4903185
Colorado,8,2020-8-10,140,-23,93.7966666666666,Actual,3.6,1862,,,,,,,5758736
Washington,53,2020-8-10,121,-29.6666666666667,80.39,Actual,10.4,1697,,,,,,,7614893
Minnesota,27,2020-8-10,118,-26.6666666666667,80.9033333333334,Actual,8.6,1701,,,,,,,5639632
Tennessee,47,2020-8-10,119,-16.6666666666667,97.9766666666667,Actual,16.6,1233,,,,,,,6829174
Missouri,29,2020-8-10,118,-18.6666666666667,97.77,Actual,5.2,1278,,,,,,,6137428
Nevada,32,2020-8-10,119,-28.6666666666667,78.3733333333333,Actual,15.2,963,,,,,,,3080156
Wisconsin,55,2020-8-10,121,-20,98.3133333333333,Actual,4.2,998,,,,,,,5822434
Rhode Island,44,2020-8-10,115,-30.3333333333333,81.1066666666667,Actual,0.8,1015,,,,,,,1059361
Iowa,19,2020-8-10,128,-10.6666666666667,107.873333333333,Actual,7.6,934,,,,,,,3155070
New Jersey,34,2020-8-11,131,-32,74.7233333333334,Actual,4.8,15890,,,,,,,8882190
California,6,2020-8-11,132,-37,78.8466666666666,Actual,112.6,10523,,,,,,,39512223
Texas,48,2020-8-11,52,-27.6666666666667,38.1533333333333,Actual,142.6,9222,,,,,,,28995881
Florida,12,2020-8-11,52,-34,35.0333333333333,Actual,160.8,8553,,,,,,,21477737
Massachusetts,25,2020-8-11,126,-36,73.8066666666667,Actual,13.8,8750,,,,,,,6892503
Illinois,17,2020-8-11,126,-25.3333333333333,85.4333333333334,Actual,13,7866,,,,,,,12671821
Pennsylvania,42,2020-8-11,126,-25.3333333333333,85.6266666666667,Actual,17,7343,,,,,,,12801989
Michigan,26,2020-8-11,128,-18.3333333333333,92.4366666666667,Actual,7,6459,,,,,,,9986857
Georgia,13,2020-8-11,52,-25.6666666666667,38.9933333333333,Actual,70.4,4351,,,,,,,10617423
Arizona,4,2020-8-11,52,-31.6666666666667,36.56,Actual,49.2,4199,,,,,,,7278717
Louisiana,22,2020-8-11,130,-20.6666666666667,96.4266666666666,Actual,39,4313,,,,,,,4648794
Connecticut,9,2020-8-11,126,-21.6666666666667,88.55,Actual,1.8,4444,,,,,,,3565287
Ohio,39,2020-8-11,124,-15,100.49,Actual,17.4,3708,,,,,,,11689100
Maryland,24,2020-8-11,120,-31.6666666666667,79.04,Actual,8.6,3604,,,,,,,6045680
Indiana,18,2020-8-11,125,-8.33333333333333,106.76,Actual,13.8,3069,,,,,,,6732219
South Carolina,45,2020-8-11,52,-14.3333333333333,46.56,Actual,35.4,2098,,,,,,,5148714
North Carolina,37,2020-8-11,118,-23,88.0999999999999,Actual,20.6,2238,,,,,,,10488084
Virginia,51,2020-8-11,120,-28.3333333333333,83.1833333333334,Actual,8.2,2344,,,,,,,8535519
Mississippi,28,2020-8-11,92,-9.66666666666667,83.8666666666666,Actual,27.4,1944,,,,,,,2976149
Alabama,1,2020-8-11,135,-14,112.213333333333,Actual,27,1847,,,,,,,4903185
Colorado,8,2020-8-11,141,-25.3333333333333,94.5433333333333,Actual,5,1874,,,,,,,5758736
Washington,53,2020-8-11,122,-30.3333333333333,81.0866666666667,Actual,9.6,1716,,,,,,,7614893
Minnesota,27,2020-8-11,119,-26,81.6433333333333,Actual,8.4,1707,,,,,,,5639632
Tennessee,47,2020-8-11,120,-16.3333333333333,98.8133333333334,Actual,19.6,1271,,,,,,,6829174
Missouri,29,2020-8-11,119,-17,98.6,Actual,5,1282,,,,,,,6137428
Nevada,32,2020-8-11,120,-29.3333333333333,79.08,Actual,16.2,981,,,,,,,3080156
Wisconsin,55,2020-8-11,122,-14.6666666666667,99.1666666666667,Actual,4.4,1006,,,,,,,5822434
Rhode Island,44,2020-8-11,116,-26,81.8466666666667,Actual,1,1016,,,,,,,1059361
Iowa,19,2020-8-11,129,-8,108.793333333333,Actual,6.6,946,,,,,,,3155070
New Jersey,34,2020-8-12,132,-33.3333333333333,75.39,Actual,5.8,15885,,,,,,,8882190
California,6,2020-8-12,133,-37.6666666666667,79.47,Actual,154.2,10753,,,,,,,39512223
Texas,48,2020-8-12,53,-27,38.8833333333333,Actual,184.2,9527,,,,,,,28995881
Florida,12,2020-8-12,53,-33.3333333333333,35.7,Actual,191,8765,,,,,,,21477737
Massachusetts,25,2020-8-12,127,-35.6666666666667,74.45,Actual,15,8768,,,,,,,6892503
Illinois,17,2020-8-12,127,-25,86.1833333333334,Actual,17.4,7881,,,,,,,12671821
Pennsylvania,42,2020-8-12,127,-26.3333333333333,86.3633333333334,Actual,24.6,7380,,,,,,,12801989
Michigan,26,2020-8-12,129,-17,93.2666666666667,Actual,9.4,6465,,,,,,,9986857
Georgia,13,2020-8-12,53,-26.3333333333333,39.73,Actual,74.8000000000001,4456,,,,,,,10617423
Arizona,4,2020-8-12,53,-32,37.24,Actual,54.6,4347,,,,,,,7278717
Louisiana,22,2020-8-12,131,-20.3333333333333,97.2233333333333,Actual,33.4,4356,,,,,,,4648794
Connecticut,9,2020-8-12,127,-23,89.32,Actual,2.4,4450,,,,,,,3565287
Ohio,39,2020-8-12,125,-14,101.35,Actual,23,3734,,,,,,,11689100
Maryland,24,2020-8-12,121,-34,79.7,Actual,9.2,3612,,,,,,,6045680
Indiana,18,2020-8-12,126,-9.33333333333333,107.666666666667,Actual,14.4,3086,,,,,,,6732219
South Carolina,45,2020-8-12,53,-14.3333333333333,47.4166666666667,Actual,34.6,2144,,,,,,,5148714
North Carolina,37,2020-8-12,119,-23.6666666666667,88.8633333333333,Actual,24.2,2280,,,,,,,10488084
Virginia,51,2020-8-12,121,-28.6666666666667,83.8966666666667,Actual,8.8,2352,,,,,,,8535519
Mississippi,28,2020-8-12,93,-8.66666666666667,84.7799999999999,Actual,29.4,1989,,,,,,,2976149
Alabama,1,2020-8-12,136,-12.3333333333333,113.09,Actual,25,1882,,,,,,,4903185
Colorado,8,2020-8-12,142,-25.3333333333333,95.29,Actual,6,1875,,,,,,,5758736
Washington,53,2020-8-12,123,-30,81.7866666666667,Actual,13.4,1724,,,,,,,7614893
Minnesota,27,2020-8-12,120,-28.6666666666667,82.3566666666667,Actual,8.2,1724,,,,,,,5639632
Tennessee,47,2020-8-12,121,-16.3333333333333,99.6500000000001,Actual,20.6,1289,,,,,,,6829174
Missouri,29,2020-8-12,120,-12,99.4799999999999,Actual,5.8,1289,,,,,,,6137428
Nevada,32,2020-8-12,121,-29.3333333333333,79.7866666666666,Actual,17.6,996,,,,,,,3080156
Wisconsin,55,2020-8-12,123,-14.6666666666667,100.02,Actual,5.4,1011,,,,,,,5822434
Rhode Island,44,2020-8-12,117,-26.3333333333333,82.5833333333333,Actual,1.4,1018,,,,,,,1059361
Iowa,19,2020-8-12,130,-4.66666666666667,109.746666666667,Actual,7.8,953,,,,,,,3155070
New Jersey,34,2020-8-13,133,-34,76.05,Actual,6.4,15893,,,,,,,8882190
California,6,2020-8-13,134,-38.3333333333333,80.0866666666666,Actual,148.4,10870,,,,,,,39512223
Texas,48,2020-8-13,54,-27.6666666666667,39.6066666666666,Actual,207.6,9771,,,,,,,28995881
Florida,12,2020-8-13,54,-33.3333333333333,36.3666666666667,Actual,213.6,8913,,,,,,,21477737
Massachusetts,25,2020-8-13,128,-34.6666666666667,75.1033333333333,Actual,17,8789,,,,,,,6892503
Illinois,17,2020-8-13,128,-26.3333333333333,86.92,Actual,18.2,7905,,,,,,,12671821
Pennsylvania,42,2020-8-13,128,-26.3333333333333,87.1,Actual,27.4,7395,,,,,,,12801989
Michigan,26,2020-8-13,130,-16.6666666666667,94.1,Actual,12,6481,,,,,,,9986857
Georgia,13,2020-8-13,54,-26.3333333333333,40.4666666666666,Actual,88.0000000000001,4538,,,,,,,10617423
Arizona,4,2020-8-13,54,-32,37.92,Actual,67.6,4383,,,,,,,7278717
Louisiana,22,2020-8-13,132,-22,98.0033333333333,Actual,28.6,4402,,,,,,,4648794
Connecticut,9,2020-8-13,128,-23,90.09,Actual,1.8,4450,,,,,,,3565287
Ohio,39,2020-8-13,126,-14.6666666666667,102.203333333333,Actual,30.2,3755,,,,,,,11689100
Maryland,24,2020-8-13,122,-34.3333333333333,80.3566666666667,Actual,9,3620,,,,,,,6045680
Indiana,18,2020-8-13,127,-9.66666666666667,108.57,Actual,16.8,3105,,,,,,,6732219
South Carolina,45,2020-8-13,54,-14.3333333333333,48.2733333333333,Actual,42.4,2184,,,,,,,5148714
North Carolina,37,2020-8-13,120,-23.6666666666667,89.6266666666666,Actual,28.8,2287,,,,,,,10488084
Virginia,51,2020-8-13,122,-29.3333333333333,84.6033333333334,Actual,10.8,2363,,,,,,,8535519
Mississippi,28,2020-8-13,94,-11.3333333333333,85.6666666666666,Actual,33.6,2011,,,,,,,2976149
Alabama,1,2020-8-13,137,-14,113.95,Actual,19.8,1890,,,,,,,4903185
Colorado,8,2020-8-13,143,-25.3333333333333,96.0366666666666,Actual,6.8,1882,,,,,,,5758736
Washington,53,2020-8-13,124,-30.6666666666667,82.48,Actual,13.8,1736,,,,,,,7614893
Minnesota,27,2020-8-13,121,-27,83.0866666666667,Actual,0.8,1731,,,,,,,5639632
Tennessee,47,2020-8-13,122,-17,100.48,Actual,22.4,1313,,,,,,,6829174
Missouri,29,2020-8-13,121,-15.6666666666667,100.323333333333,Actual,7,1291,,,,,,,6137428
Nevada,32,2020-8-13,122,-29.6666666666667,80.49,Actual,21.2,1030,,,,,,,3080156
Wisconsin,55,2020-8-13,124,-14,100.88,Actual,8,1018,,,,,,,5822434
Rhode Island,44,2020-8-13,118,-25.6666666666667,83.3266666666667,Actual,1.2,1019,,,,,,,1059361
Iowa,19,2020-8-13,131,-7.66666666666667,110.67,Actual,8.2,960,,,,,,,3155070
New Jersey,34,2020-8-14,134,-32,76.73,Actual,4.4,15903,,,,,,,8882190
California,6,2020-8-14,135,-37.6666666666667,80.71,Actual,144,11148,,,,,,,39512223
Texas,48,2020-8-14,55,-27.6666666666667,40.33,Actual,234.8,10078,,,,,,,28995881
Florida,12,2020-8-14,55,-33.6666666666667,37.03,Actual,179.8,9141,,,,,,,21477737
Massachusetts,25,2020-8-14,129,-35.3333333333333,75.75,Actual,17.4,8809,,,,,,,6892503
Illinois,17,2020-8-14,129,-26,87.66,Actual,17.8,7932,,,,,,,12671821
Pennsylvania,42,2020-8-14,129,-26.6666666666667,87.8333333333334,Actual,22,7434,,,,,,,12801989
Michigan,26,2020-8-14,131,-20.3333333333333,94.8966666666667,Actual,11.8,6492,,,,,,,9986857
Georgia,13,2020-8-14,55,-26.6666666666667,41.2,Actual,70.2000000000001,4573,,,,,,,10617423
Arizona,4,2020-8-14,55,-32,38.6,Actual,61.4,4423,,,,,,,7278717
Louisiana,22,2020-8-14,133,-24,98.7633333333333,Actual,38.8,4430,,,,,,,4648794
Connecticut,9,2020-8-14,129,-23,90.86,Actual,1.8,4453,,,,,,,3565287
Ohio,39,2020-8-14,127,-15.3333333333333,103.05,Actual,23.6,3784,,,,,,,11689100
Maryland,24,2020-8-14,123,-33,81.0266666666667,Actual,7,3631,,,,,,,6045680
Indiana,18,2020-8-14,128,-10.3333333333333,109.466666666667,Actual,12.8,3113,,,,,,,6732219
South Carolina,45,2020-8-14,55,-13.6666666666667,49.1366666666667,Actual,34.2,2204,,,,,,,5148714
North Carolina,37,2020-8-14,121,-23.3333333333333,90.3933333333333,Actual,21.8,2313,,,,,,,10488084
Virginia,51,2020-8-14,123,-29,85.3133333333334,Actual,7.4,2370,,,,,,,8535519
Mississippi,28,2020-8-14,95,-14,86.5266666666666,Actual,28,2043,,,,,,,2976149
Alabama,1,2020-8-14,138,-15.6666666666667,114.793333333333,Actual,10.2,1893,,,,,,,4903185
Colorado,8,2020-8-14,144,-26.3333333333333,96.7733333333333,Actual,4.4,1888,,,,,,,5758736
Washington,53,2020-8-14,125,-30.3333333333333,83.1766666666667,Actual,13,1755,,,,,,,7614893
Minnesota,27,2020-8-14,122,-29.6666666666667,83.79,Actual,9,1739,,,,,,,5639632
Tennessee,47,2020-8-14,123,-17.6666666666667,101.303333333333,Actual,19,1326,,,,,,,6829174
Missouri,29,2020-8-14,122,-8.66666666666667,101.236666666667,Actual,7,1300,,,,,,,6137428
